,Name,Sign,Type,Definition,Other_words,Indexes,No_words
1734,dwudziestoczterolatka,"(2, 1)",rzeczownik,",  B. lp od dwudziestoczterolatek ",['dwudziestoczterolatek'],['B.'],5
1735,dwudziestoczteroletni,"(1, 1)",przymiotnik,dwadzieścia cztery lata ,"['dwadzieścia', 'cztery', 'rok']",,3
1736,dwudziestoczteroletni,"(1, 2)",przymiotnik,dwadzieścia cztery lata ,"['dwadzieścia', 'cztery', 'rok']",,3
1737,dwudziestoczteroosobowy,"(1, 1)",przymiotnik,"dla dwudziestu czterech osób ,  mogący pomieścić dwadzieścia cztery osoby ","['dla', 'dwadzieścia', 'cztery', 'osoba', 'móc', 'pomieścić', 'dwadzieścia', 'cztery', 'osoba']",,10
1738,dwudziestoczteroosobowy,"(1, 2)",przymiotnik,"z dwudziestu czterech osób ,  wykonywany przez dwadzieścia cztery osoby ","['z', 'dwadzieścia', 'cztery', 'osoba', 'wykonywać', 'przez', 'dwadzieścia', 'cztery', 'osoba']",,10
1739,dwudziestoczterotomowy,"(1, 1)",przymiotnik,"z dwudziestu czterech tomów ,  zawarty w dwudziestu czterech tomach ,  wydany w dwudziestu czterech tomach ","['z', 'dwadzieścia', 'cztery', 'tom', 'zawrzeć', 'w', 'dwadzieścia', 'cztery', 'tom', 'wydać', 'w', 'dwadzieścia', 'cztery', 'tom']",,16
1740,dwudziestodniowy,"(1, 1)",przymiotnik,dwadzieścia dni ,"['dwadzieścia', 'dzień']",,2
1741,dwudziestodniowy,"(1, 2)",przymiotnik,w wieku dwudziestu dni ,"['w', 'wiek', 'dwadzieścia', 'dzień']",,4
1742,dwudziestodwugodzinny,"(1, 1)",przymiotnik,dwadzieścia dwie godziny ,"['dwadzieścia', 'dwa', 'godzina']",,3
1743,dwudziestodwugodzinny,"(1, 2)",przymiotnik,w wieku dwudziestu dwóch godzin ,"['w', 'wiek', 'dwadzieścia', 'dwa', 'godzina']",,5
1744,dwudziestodwulatek,"(1, 1)",rzeczownik,mający dwadzieścia dwa lata ,"['mieć', 'dwadzieścia', 'dwa', 'rok']",,4
1745,dwudziestodwulatek,"(2, 1)",rzeczownik,",  roślina lub rzecz mająca dwadzieścia dwa lata ","['roślina', 'lub', 'rzecz', 'mieć', 'dwadzieścia', 'dwa', 'rok']",,8
1746,dwudziestodwulatek,"(3, 1)",rzeczownik,lm od dwudziestodwulatka ,['dwudziestodwulatka'],,3
1747,dwudziestodwulatka,"(1, 1)",rzeczownik,mająca dwadzieścia dwa lata ,"['mieć', 'dwadzieścia', 'dwa', 'rok']",,4
1748,dwudziestodwulatka,"(1, 2)",rzeczownik,",  rzecz lub roślina mająca dwadzieścia dwa lata ","['rzecz', 'lub', 'roślina', 'mieć', 'dwadzieścia', 'dwa', 'rok']",,8
1749,dwudziestodwulatka,"(2, 1)",rzeczownik,",  B. lp od dwudziestodwulatek ",['dwudziestodwulatek'],['B.'],5
1750,dwudziestodwuletni,"(1, 1)",przymiotnik,dwadzieścia dwa lata ,"['dwadzieścia', 'dwa', 'rok']",,3
1751,dwudziestodwuletni,"(1, 2)",przymiotnik,dwadzieścia dwa lata ,"['dwadzieścia', 'dwa', 'rok']",,3
1752,dwudziestodwuosobowy,"(1, 1)",przymiotnik,"dla dwudziestu dwóch osób ,  mogący pomieścić dwadzieścia dwie osoby ","['dla', 'dwadzieścia', 'dwa', 'osoba', 'móc', 'pomieścić', 'dwadzieścia', 'dwa', 'osoba']",,10
1753,dwudziestodwuosobowy,"(1, 2)",przymiotnik,"z dwudziestu dwóch osób ,  wykonywany przez dwadzieścia dwie osoby ","['z', 'dwadzieścia', 'dwa', 'osoba', 'wykonywać', 'przez', 'dwadzieścia', 'dwa', 'osoba']",,10
1754,dwudziestodwutomowy,"(1, 1)",przymiotnik,"z dwudziestu dwóch tomów ,  zawarty w dwudziestu dwóch tomach ,  wydany w dwudziestu dwóch tomach ","['z', 'dwadzieścia', 'dwa', 'tom', 'zawrzeć', 'w', 'dwadzieścia', 'dwa', 'tom', 'wydać', 'w', 'dwadzieścia', 'dwa', 'tom']",,16
1755,dwudziestodziewięciolatek,"(1, 1)",rzeczownik,mający dwadzieścia dziewięć lat ,"['mieć', 'dwadzieścia', 'dziewięć', 'rok']",,4
1756,dwudziestodziewięciolatek,"(2, 1)",rzeczownik,",  roślina lub rzecz mająca dwadzieścia dziewięć lat ","['roślina', 'lub', 'rzecz', 'mieć', 'dwadzieścia', 'dziewięć', 'rok']",,8
1757,dwudziestodziewięciolatek,"(3, 1)",rzeczownik,lm od dwudziestodziewięciolatka ,['dwudziestodziewięciolatka'],,3
1758,dwudziestodziewięciolatka,"(1, 1)",rzeczownik,mająca dwadzieścia dziewięć lat ,"['mieć', 'dwadzieścia', 'dziewięć', 'rok']",,4
1759,dwudziestodziewięciolatka,"(1, 2)",rzeczownik,",  rzecz lub roślina mająca dwadzieścia dziewięć lat ","['rzecz', 'lub', 'roślina', 'mieć', 'dwadzieścia', 'dziewięć', 'rok']",,8
1760,dwudziestodziewięciolatka,"(2, 1)",rzeczownik,",  B. lp od dwudziestodziewięciolatek ",['dwudziestodziewięciolatek'],['B.'],5
1761,dwudziestodziewięcioletni,"(1, 1)",przymiotnik,dwadzieścia dziewięć lat ,"['dwadzieścia', 'dziewięć', 'rok']",,3
1762,dwudziestodziewięcioletni,"(1, 2)",przymiotnik,dwadzieścia dziewięć lat ,"['dwadzieścia', 'dziewięć', 'rok']",,3
1763,dwudziestodziewięcioosobowy,"(1, 1)",przymiotnik,"dla dwudziestu dziewięciu osób ,  mogący pomieścić dwadzieścia dziewięć osób ","['dla', 'dwadzieścia', 'dziewięć', 'osoba', 'móc', 'pomieścić', 'dwadzieścia', 'dziewięć', 'osoba']",,10
1764,dwudziestodziewięcioosobowy,"(1, 2)",przymiotnik,"z dwudziestu dziewięciu osób ,  wykonywany przez dwadzieścia dziewięć osób ","['z', 'dwadzieścia', 'dziewięć', 'osoba', 'wykonywać', 'przez', 'dwadzieścia', 'dziewięć', 'osoba']",,10
1765,dwudziestodziewięciotomowy,"(1, 1)",przymiotnik,"z dwudziestu dziewięciu tomów ,  zawarty w dwudziestu dziewięciu tomach ,  wydany w dwudziestu dziewięciu tomach ","['z', 'dwadzieścia', 'dziewięć', 'tom', 'zawrzeć', 'w', 'dwadzieścia', 'dziewięć', 'tom', 'wydać', 'w', 'dwadzieścia', 'dziewięć', 'tom']",,16
1766,dwudziestogodzinny,"(1, 1)",przymiotnik,dwadzieścia godzin ,"['dwadzieścia', 'godzina']",,2
1767,dwudziestogodzinny,"(1, 2)",przymiotnik,w wieku dwudziestu godzin ,"['w', 'wiek', 'dwadzieścia', 'godzina']",,4
1768,dwudziestogroszówka,"(1, 1)",rzeczownik,",  której wartość wynosi dwadzieścia groszy ","['który', 'wartość', 'wynosić', 'dwadzieścia', 'grosz']",,6
1769,dwudziestogroszowy,"(1, 1)",przymiotnik,"dwadzieścia groszy ,  mający wartość dwudziestu groszy ","['dwadzieścia', 'grosz', 'mieć', 'wartość', 'dwadzieścia', 'grosz']",,7
1770,dwudziestojednogodzinny,"(1, 1)",przymiotnik,dwadzieścia jeden godzin ,"['dwadzieścia', 'jeden', 'godzina']",,3
1771,dwudziestojednogodzinny,"(1, 2)",przymiotnik,w wieku dwudziestu jeden godzin ,"['w', 'wiek', 'dwadzieścia', 'jeden', 'godzina']",,5
1772,dwudziestojednolatek,"(1, 1)",rzeczownik,mający dwadzieścia jeden lat ,"['mieć', 'dwadzieścia', 'jeden', 'rok']",,4
1773,dwudziestojednolatek,"(2, 1)",rzeczownik,",  roślina lub rzecz mająca dwadzieścia jeden lat ","['roślina', 'lub', 'rzecz', 'mieć', 'dwadzieścia', 'jeden', 'rok']",,8
1774,dwudziestojednolatek,"(3, 1)",rzeczownik,lm od dwudziestojednolatka ,['dwudziestojednolatka'],,3
1775,dwudziestojednolatka,"(1, 1)",rzeczownik,mająca dwadzieścia jeden lat ,"['mieć', 'dwadzieścia', 'jeden', 'rok']",,4
1776,dwudziestojednolatka,"(1, 2)",rzeczownik,",  rzecz lub roślina mająca dwadzieścia jeden lat ","['rzecz', 'lub', 'roślina', 'mieć', 'dwadzieścia', 'jeden', 'rok']",,8
1777,dwudziestojednolatka,"(2, 1)",rzeczownik,",  B. lp od dwudziestojednolatek ",['dwudziestojednolatek'],['B.'],5
1778,dwudziestojednoletni,"(1, 1)",przymiotnik,dwadzieścia jeden lat ,"['dwadzieścia', 'jeden', 'rok']",,3
1779,dwudziestojednoletni,"(1, 2)",przymiotnik,dwadzieścia jeden lat ,"['dwadzieścia', 'jeden', 'rok']",,3
1780,dwudziestojednoosobowy,"(1, 1)",przymiotnik,"dla dwudziestu jeden osób ,  mogący pomieścić dwadzieścia jeden osób ","['dla', 'dwadzieścia', 'jeden', 'osoba', 'móc', 'pomieścić', 'dwadzieścia', 'jeden', 'osoba']",,10
1781,dwudziestojednoosobowy,"(1, 2)",przymiotnik,"z dwudziestu jeden osób ,  wykonywany przez dwadzieścia jeden osób ","['z', 'dwadzieścia', 'jeden', 'osoba', 'wykonywać', 'przez', 'dwadzieścia', 'jeden', 'osoba']",,10
1782,dwudziestojednotomowy,"(1, 1)",przymiotnik,"z dwudziestu jeden tomów ,  zawarty w dwudziestu jeden tomach ,  wydany w dwudziestu jeden tomach ","['z', 'dwadzieścia', 'jeden', 'tom', 'zawrzeć', 'w', 'dwadzieścia', 'jeden', 'tom', 'wydać', 'w', 'dwadzieścia', 'jeden', 'tom']",,16
1783,dwudziestokilkuletni,"(1, 1)",przymiotnik relacyjny,lub trwający dwadzieścia kilka lat ,"['lub', 'trwać', 'dwadzieścia', 'kilka', 'rok']",,5
1784,dwudziestokilometrowy,"(1, 1)",przymiotnik,",  który ma wielkość  ( długość )  dwudziestu kilometrów ","['który', 'mieć', 'wielkość', 'długość', 'dwadzieścia', 'kilometr']",,9
1785,dwudziestokoronowy,"(1, 1)",przymiotnik,wartość / liczący / wynoszący 20 koron ,"['wartość', 'liczyć', 'wynosić', '20', 'korona']",,7
1786,dwudziestokrotnie,"(1, 1)",przysłówek[1],razy ,['raz'],,1
1787,dwudziestokrotny,"(1, 1)",przymiotnik[1],/ powtarzający się dwadzieścia razy ,"['powtarzać się', 'dwadzieścia', 'raz']",,4
1788,dwudziestokrotny,"(1, 2)",przymiotnik[1],",  który osiągnął / zdobył / robił coś dwadzieścia razy ","['który', 'osiągnąć', 'zdobyć', 'robić', 'coś', 'dwadzieścia', 'raz']",,10
1789,dwudziestokrotny,"(1, 3)",przymiotnik[1],razy większy bądź mniejszy od czegoś ,"['raz', 'duży', 'bądź', 'mały', 'od', 'coś']",,6
1790,dwudziestolatek,"(1, 1)",rzeczownik,w wieku  20-29  lat ,"['w', 'wiek', 'rok']",,4
1791,dwudziestolatek,"(2, 1)",rzeczownik,",  roślina lub rzecz mająca  20-29  lat ","['roślina', 'lub', 'rzecz', 'mieć', 'rok']",,7
1792,dwudziestolatek,"(3, 1)",rzeczownik,lm od dwudziestolatka ,['dwudziestolatka'],,3
1793,dwudziestolatka,"(1, 1)",rzeczownik,mająca dwadzieścia lat ,"['mieć', 'dwadzieścia', 'rok']",,3
1794,dwudziestolatka,"(1, 2)",rzeczownik,",  rzecz lub roślina mająca dwadzieścia lat ","['rzecz', 'lub', 'roślina', 'mieć', 'dwadzieścia', 'rok']",,7
1795,dwudziestolatka,"(2, 1)",rzeczownik,",  B. lp od dwudziestolatek ",['dwudziestolatek'],['B.'],5
1796,dwudziestolecie,"(1, 1)",rzeczownik,dwudziestu lat ,"['dwadzieścia', 'rok']",,2
1797,dwudziestolecie,"(1, 2)",rzeczownik,rocznica ,['rocznica'],,1
1798,dwudziestoletni,"(1, 1)",przymiotnik,dwadzieścia lat ,"['dwadzieścia', 'rok']",,2
1799,dwudziestoletni,"(1, 2)",przymiotnik,dwadzieścia lat ,"['dwadzieścia', 'rok']",,2
1800,dwudziestoliterowy,"(1, 1)",przymiotnik,z dwudziestu liter ,"['z', 'dwadzieścia', 'litera']",,3
1801,dwudziestominutowy,"(1, 1)",przymiotnik relacyjny,dwadzieścia minut ,"['dwadzieścia', 'minuta']",,2
1802,dwudziestoośmiolatek,"(1, 1)",rzeczownik,mający dwadzieścia osiem lat ,"['mieć', 'dwadzieścia', 'osiem', 'rok']",,4
1803,dwudziestoośmiolatek,"(2, 1)",rzeczownik,",  roślina lub rzecz mająca dwadzieścia osiem lat ","['roślina', 'lub', 'rzecz', 'mieć', 'dwadzieścia', 'osiem', 'rok']",,8
1804,dwudziestoośmiolatek,"(3, 1)",rzeczownik,lm od dwudziestoośmiolatka ,['dwudziestoośmiolatka'],,3
1805,dwudziestoośmiolatka,"(1, 1)",rzeczownik,mająca dwadzieścia osiem lat ,"['mieć', 'dwadzieścia', 'osiem', 'rok']",,4
1806,dwudziestoośmiolatka,"(1, 2)",rzeczownik,",  rzecz lub roślina mająca dwadzieścia osiem lat ","['rzecz', 'lub', 'roślina', 'mieć', 'dwadzieścia', 'osiem', 'rok']",,8
1807,dwudziestoośmiolatka,"(2, 1)",rzeczownik,",  B. lp od dwudziestoośmiolatek ",['dwudziestoośmiolatek'],['B.'],5
1808,dwudziestoośmioletni,"(1, 1)",przymiotnik,dwadzieścia osiem lat ,"['dwadzieścia', 'osiem', 'rok']",,3
1809,dwudziestoośmioletni,"(1, 2)",przymiotnik,dwadzieścia osiem lat ,"['dwadzieścia', 'osiem', 'rok']",,3
1810,dwudziestoośmioosobowy,"(1, 1)",przymiotnik,"dla dwudziestu ośmiu osób ,  mogący pomieścić dwadzieścia osiem osób ","['dla', 'dwadzieścia', 'osiem', 'osoba', 'móc', 'pomieścić', 'dwadzieścia', 'osiem', 'osoba']",,10
1811,dwudziestoośmioosobowy,"(1, 2)",przymiotnik,"z dwudziestu ośmiu osób ,  wykonywany przez dwadzieścia osiem osób ","['z', 'dwadzieścia', 'osiem', 'osoba', 'wykonywać', 'przez', 'dwadzieścia', 'osiem', 'osoba']",,10
1812,dwudziestoośmiotomowy,"(1, 1)",przymiotnik,"z dwudziestu ośmiu tomów ,  zawarty w dwudziestu ośmiu tomach ,  wydany w dwudziestu ośmiu tomach ","['z', 'dwadzieścia', 'osiem', 'tom', 'zawrzeć', 'w', 'dwadzieścia', 'osiem', 'tom', 'wydać', 'w', 'dwadzieścia', 'osiem', 'tom']",,16
1813,dwudziestoosobowy,"(1, 1)",przymiotnik,"dla dwudziestu osób ,  mogący pomieścić dwadzieścia osób ","['dla', 'dwadzieścia', 'osoba', 'móc', 'pomieścić', 'dwadzieścia', 'osoba']",,8
1814,dwudziestoosobowy,"(1, 2)",przymiotnik,"z dwudziestu osób ,  wykonywany przez dwadzieścia osób ","['z', 'dwadzieścia', 'osoba', 'wykonywać', 'przez', 'dwadzieścia', 'osoba']",,8
1815,dwudziestoparoletni,"(1, 1)",przymiotnik,lub trwający dwadzieścia kilka lat ,"['lub', 'trwać', 'dwadzieścia', 'kilka', 'rok']",,5
1816,dwudziestopensówka,"(1, 1)",rzeczownik,moneta o nominale dwudziestu pensów ,"['moneta', 'o', 'nominał', 'dwadzieścia', 'pens']",,5
1817,dwudziestopensowy,"(1, 1)",przymiotnik,"dwadzieścia pensów ,  mający wartość dwudziestu pensów ","['dwadzieścia', 'pens', 'mieć', 'wartość', 'dwadzieścia', 'pens']",,7
1818,dwudziestopięciocentówka,"(1, 1)",rzeczownik,o nominale dwudziestu pięciu centów ,"['o', 'nominał', 'dwadzieścia', 'pięć', 'cent']",,5
1819,dwudziestopięciocentowy,"(1, 1)",przymiotnik,"dwadzieścia pięć centów ,  mający wartość dwudziestu pięciu centów ","['dwadzieścia', 'pięć', 'cent', 'mieć', 'wartość', 'dwadzieścia', 'pięć', 'cent']",,9
1820,dwudziestopięciolatek,"(1, 1)",rzeczownik,mający dwadzieścia pięć lat ,"['mieć', 'dwadzieścia', 'pięć', 'rok']",,4
1821,dwudziestopięciolatek,"(2, 1)",rzeczownik,",  roślina lub rzecz mająca dwadzieścia pięć lat ","['roślina', 'lub', 'rzecz', 'mieć', 'dwadzieścia', 'pięć', 'rok']",,8
1822,dwudziestopięciolatek,"(3, 1)",rzeczownik,lm od dwudziestopięciolatka ,['dwudziestopięciolatka'],,3
1823,dwudziestopięciolatka,"(1, 1)",rzeczownik,mająca dwadzieścia pięć lat ,"['mieć', 'dwadzieścia', 'pięć', 'rok']",,4
1824,dwudziestopięciolatka,"(1, 2)",rzeczownik,",  rzecz lub roślina mająca dwadzieścia pięć lat ","['rzecz', 'lub', 'roślina', 'mieć', 'dwadzieścia', 'pięć', 'rok']",,8
1825,dwudziestopięciolatka,"(2, 1)",rzeczownik,",  B. lp od dwudziestopięciolatek ",['dwudziestopięciolatek'],['B.'],5
1826,dwudziestopięciolecie,"(1, 1)",rzeczownik,dwudziestu pięciu lat ,"['dwadzieścia', 'pięć', 'rok']",,3
1827,dwudziestopięciolecie,"(1, 2)",rzeczownik,piąta rocznica czegoś ,"['piąty', 'rocznica', 'coś']",,3
1828,dwudziestopięcioletni,"(1, 1)",przymiotnik,dwadzieścia pięć lat ,"['dwadzieścia', 'pięć', 'rok']",,3
1829,dwudziestopięcioletni,"(1, 2)",przymiotnik,dwadzieścia pięć lat ,"['dwadzieścia', 'pięć', 'rok']",,3
1830,dwudziestopięcioosobowy,"(1, 1)",przymiotnik,"dla dwudziestu pięciu osób ,  mogący pomieścić dwadzieścia pięć osób ","['dla', 'dwadzieścia', 'pięć', 'osoba', 'móc', 'pomieścić', 'dwadzieścia', 'pięć', 'osoba']",,10
1831,dwudziestopięcioosobowy,"(1, 2)",przymiotnik,"z dwudziestu pięciu osób ,  wykonywany przez dwadzieścia pięć osób ","['z', 'dwadzieścia', 'pięć', 'osoba', 'wykonywać', 'przez', 'dwadzieścia', 'pięć', 'osoba']",,10
1832,dwudziestopięciotomowy,"(1, 1)",przymiotnik,"z dwudziestu pięciu tomów ,  zawarty w dwudziestu pięciu tomach ,  wydany w dwudziestu pięciu tomach ","['z', 'dwadzieścia', 'pięć', 'tom', 'zawrzeć', 'w', 'dwadzieścia', 'pięć', 'tom', 'wydać', 'w', 'dwadzieścia', 'pięć', 'tom']",,16
1833,dwudziestopiętrowy,"(1, 1)",przymiotnik relacyjny,z parteru i dwudziestu kondygnacji położonych nad nim ,"['z', 'parter', 'i', 'dwadzieścia', 'kondygnacja', 'położyć', 'nad', 'ono']",,8
1834,dwudziestosiedmiolatek,"(1, 1)",rzeczownik,mający dwadzieścia siedem lat ,"['mieć', 'dwadzieścia', 'siedem', 'rok']",,4
1835,dwudziestosiedmiolatek,"(2, 1)",rzeczownik,",  roślina lub rzecz mająca dwadzieścia siedem lat ","['roślina', 'lub', 'rzecz', 'mieć', 'dwadzieścia', 'siedem', 'rok']",,8
1836,dwudziestosiedmiolatek,"(3, 1)",rzeczownik,lm od dwudziestosiedmiolatka ,['dwudziestosiedmiolatka'],,3
1837,dwudziestosiedmiolatka,"(1, 1)",rzeczownik,mająca dwadzieścia siedem lat ,"['mieć', 'dwadzieścia', 'siedem', 'rok']",,4
1838,dwudziestosiedmiolatka,"(1, 2)",rzeczownik,",  rzecz lub roślina mająca dwadzieścia siedem lat ","['rzecz', 'lub', 'roślina', 'mieć', 'dwadzieścia', 'siedem', 'rok']",,8
1839,dwudziestosiedmiolatka,"(2, 1)",rzeczownik,",  B. lp od dwudziestosiedmiolatek ",['dwudziestosiedmiolatek'],['B.'],5
1840,dwudziestosiedmioletni,"(1, 1)",przymiotnik,dwadzieścia siedem lat ,"['dwadzieścia', 'siedem', 'rok']",,3
1841,dwudziestosiedmioletni,"(1, 2)",przymiotnik,dwadzieścia siedem lat ,"['dwadzieścia', 'siedem', 'rok']",,3
1842,dwudziestosiedmioosobowy,"(1, 1)",przymiotnik,"dla dwudziestu siedmiu osób ,  mogący pomieścić dwadzieścia siedem osób ","['dla', 'dwadzieścia', 'siedem', 'osoba', 'móc', 'pomieścić', 'dwadzieścia', 'siedem', 'osoba']",,10
1843,dwudziestosiedmioosobowy,"(1, 2)",przymiotnik,"z dwudziestu siedmiu osób ,  wykonywany przez dwadzieścia siedem osób ","['z', 'dwadzieścia', 'siedem', 'osoba', 'wykonywać', 'przez', 'dwadzieścia', 'siedem', 'osoba']",,10
1844,dwudziestosiedmiotomowy,"(1, 1)",przymiotnik,"z dwudziestu siedmiu tomów ,  zawarty w dwudziestu siedmiu tomach ,  wydany w dwudziestu siedmiu tomach ","['z', 'dwadzieścia', 'siedem', 'tom', 'zawrzeć', 'w', 'dwadzieścia', 'siedem', 'tom', 'wydać', 'w', 'dwadzieścia', 'siedem', 'tom']",,16
1845,dwudziestosześciolatek,"(1, 1)",rzeczownik,mający dwadzieścia sześć lat ,"['mieć', 'dwadzieścia', 'sześć', 'rok']",,4
1846,dwudziestosześciolatek,"(2, 1)",rzeczownik,",  roślina lub rzecz mająca dwadzieścia sześć lat ","['roślina', 'lub', 'rzecz', 'mieć', 'dwadzieścia', 'sześć', 'rok']",,8
1847,dwudziestosześciolatek,"(3, 1)",rzeczownik,lm od dwudziestosześciolatka ,['dwudziestosześciolatka'],,3
1848,dwudziestosześciolatka,"(1, 1)",rzeczownik,mająca dwadzieścia sześć lat ,"['mieć', 'dwadzieścia', 'sześć', 'rok']",,4
1849,dwudziestosześciolatka,"(1, 2)",rzeczownik,",  rzecz lub roślina mająca dwadzieścia sześć lat ","['rzecz', 'lub', 'roślina', 'mieć', 'dwadzieścia', 'sześć', 'rok']",,8
1850,dwudziestosześciolatka,"(2, 1)",rzeczownik,",  B. lp od dwudziestosześciolatek ",['dwudziestosześciolatek'],['B.'],5
1851,dwudziestosześcioletni,"(1, 1)",przymiotnik,dwadzieścia sześć lat ,"['dwadzieścia', 'sześć', 'rok']",,3
1852,dwudziestosześcioletni,"(1, 2)",przymiotnik,dwadzieścia sześć lat ,"['dwadzieścia', 'sześć', 'rok']",,3
1853,dwudziestosześcioosobowy,"(1, 1)",przymiotnik,"dla dwudziestu sześciu osób ,  mogący pomieścić dwadzieścia sześć osób ","['dla', 'dwadzieścia', 'sześć', 'osoba', 'móc', 'pomieścić', 'dwadzieścia', 'sześć', 'osoba']",,10
1854,dwudziestosześcioosobowy,"(1, 2)",przymiotnik,"z dwudziestu sześciu osób ,  wykonywany przez dwadzieścia sześć osób ","['z', 'dwadzieścia', 'sześć', 'osoba', 'wykonywać', 'przez', 'dwadzieścia', 'sześć', 'osoba']",,10
1855,dwudziestosześciotomowy,"(1, 1)",przymiotnik,"z dwudziestu sześciu tomów ,  zawarty w dwudziestu sześciu tomach ,  wydany w dwudziestu sześciu tomach ","['z', 'dwadzieścia', 'sześć', 'tom', 'zawrzeć', 'w', 'dwadzieścia', 'sześć', 'tom', 'wydać', 'w', 'dwadzieścia', 'sześć', 'tom']",,16
1856,dwudziestotomowy,"(1, 1)",przymiotnik,"z dwudziestu tomów ,  zawarty w dwudziestu tomach ,  wydany w dwudziestu tomach ","['z', 'dwadzieścia', 'tom', 'zawrzeć', 'w', 'dwadzieścia', 'tom', 'wydać', 'w', 'dwadzieścia', 'tom']",,13
1857,dwudziestotrzygodzinny,"(1, 1)",przymiotnik,dwadzieścia trzy godziny ,"['dwadzieścia', 'trzy', 'godzina']",,3
1858,dwudziestotrzygodzinny,"(1, 2)",przymiotnik,w wieku dwudziestu trzech godzin ,"['w', 'wiek', 'dwadzieścia', 'trzy', 'godzina']",,5
1859,dwudziestotrzylatek,"(1, 1)",rzeczownik,mający dwadzieścia trzy lata ,"['mieć', 'dwadzieścia', 'trzy', 'rok']",,4
1860,dwudziestotrzylatek,"(2, 1)",rzeczownik,",  roślina lub rzecz mająca dwadzieścia trzy lata ","['roślina', 'lub', 'rzecz', 'mieć', 'dwadzieścia', 'trzy', 'rok']",,8
1861,dwudziestotrzylatek,"(3, 1)",rzeczownik,lm od dwudziestotrzylatka ,['dwudziestotrzylatka'],,3
1862,dwudziestotrzylatka,"(1, 1)",rzeczownik,mająca dwadzieścia trzy lata ,"['mieć', 'dwadzieścia', 'trzy', 'rok']",,4
1863,dwudziestotrzylatka,"(1, 2)",rzeczownik,",  rzecz lub roślina mająca dwadzieścia trzy lata ","['rzecz', 'lub', 'roślina', 'mieć', 'dwadzieścia', 'trzy', 'rok']",,8
1864,dwudziestotrzylatka,"(2, 1)",rzeczownik,",  B. lp od dwudziestotrzylatek ",['dwudziestotrzylatek'],['B.'],5
1865,dwudziestotrzyletni,"(1, 1)",przymiotnik relacyjny,dwadzieścia trzy lata ,"['dwadzieścia', 'trzy', 'rok']",,3
1866,dwudziestotrzyletni,"(1, 2)",przymiotnik relacyjny,dwadzieścia trzy lata ,"['dwadzieścia', 'trzy', 'rok']",,3
1867,dwudziestotrzyosobowy,"(1, 1)",przymiotnik,"dla dwudziestu trzech osób ,  mogący pomieścić dwadzieścia trzy osoby ","['dla', 'dwadzieścia', 'trzy', 'osoba', 'móc', 'pomieścić', 'dwadzieścia', 'trzy', 'osoba']",,10
1868,dwudziestotrzyosobowy,"(1, 2)",przymiotnik,"z dwudziestu trzech osób ,  wykonywany przez dwadzieścia trzy osoby ","['z', 'dwadzieścia', 'trzy', 'osoba', 'wykonywać', 'przez', 'dwadzieścia', 'trzy', 'osoba']",,10
1869,dwudziestotrzytomowy,"(1, 1)",przymiotnik,"z dwudziestu trzech tomów ,  zawarty w dwudziestu trzech tomach ,  wydany w dwudziestu trzech tomach ","['z', 'dwadzieścia', 'trzy', 'tom', 'zawrzeć', 'w', 'dwadzieścia', 'trzy', 'tom', 'wydać', 'w', 'dwadzieścia', 'trzy', 'tom']",,16
1870,dwudziestotygodniowy,"(1, 1)",przymiotnik,dwadzieścia tygodni ,"['dwadzieścia', 'tydzień']",,2
1871,dwudziestotygodniowy,"(1, 2)",przymiotnik,w wieku dwudziestu tygodni ,"['w', 'wiek', 'dwadzieścia', 'tydzień']",,4
1872,dwudziestowieczny,"(1, 1)",przymiotnik relacyjny,"z dwudziestego wieku ;  taki ,  który miał miejsce lub żył w dwudziestym wieku ","['z', 'dwudziesty', 'wiek', 'taki', 'który', 'mieć', 'miejsce', 'lub', 'żyć', 'w', 'dwudziesty', 'wiek']",,14
1873,dwudziestozłotówka,"(1, 1)",rzeczownik,"lub banknot ,  którego wartość wynosi dwadzieścia złotych ","['lub', 'banknot', 'który', 'wartość', 'wynosić', 'dwadzieścia', 'złoty']",,8
1874,dwudziestozłotowy,"(1, 1)",przymiotnik,wartość dwudziestu złotych ,"['wartość', 'dwadzieścia', 'złoty']",,3
1875,dwudziestozłotowy,"(1, 2)",przymiotnik,dwadzieścia złotych ,"['dwadzieścia', 'złoty']",,2
1876,dwudziesty,"(1, 1)",przymiotnik odliczebnikowy[1],20 ,['20'],,1
1877,dwudzionek,"(1, 1)",rzeczownik,neol. weekend ,['weekend'],['neol.'],2
1878,dwuetapowo,"(1, 1)",przysłówek sposobu,"dwóch etapach ,  fazach ","['dwa', 'etap', 'faza']",,4
1879,dwuetapowy,"(1, 1)",przymiotnik,"w dwóch etapach ,  realizowany w dwóch etapach ","['w', 'dwa', 'etap', 'realizować', 'w', 'dwa', 'etap']",,8
1880,dwufazowo,"(1, 1)",przysłówek sposobu,"dwóch fazach ,  etapach ","['dwa', 'faza', 'etap']",,4
1881,dwufazowy,"(1, 1)",przymiotnik,"z dwóch faz ,  etapów ","['z', 'dwa', 'faza', 'etap']",,5
1882,dwugłowy,"(1, 1)",przymiotnik,dwie głowy ,"['dwa', 'głowa']",,2
1883,dwugarbny,"(1, 1)",przymiotnik,dwa garby  ( najczęściej o wielbłądzie ) ,"['dwa', 'garb', 'często', 'o', 'wielbłąd']",,7
