,Name,Sign,Type,Definition,Other_words,Indexes,No_words
1110,łuska,"(1, 7)",rzeczownik,złuszczająca się warstwa rogowa naskórka ,"['złuszczać się', 'warstwa', 'rogowy', 'naskórek']",,4
1111,łuska,"(1, 8)",rzeczownik,cienka zewnętrzna warstwa metalu lub tlenków nie związana z wyrobem ,"['cienki', 'zewnętrzny', 'warstwa', 'metal', 'lub', 'tlenek', 'nie-', 'związać', 'z', 'wyrób']",,10
1112,łuskanie,"(1, 1)",rzeczownik,rzecz. odczas. od łuskać ,[],['rzecz. odczas.'],3
1113,łuskowaty,"(1, 1)",przymiotnik,"do łuski ,  przypominający łuskę ","['do', 'łuska', 'przypominać', 'łuska']",,5
1114,łuskowaty,"(1, 2)",przymiotnik,łuskami ,['łuska'],,1
1115,łuszczenie,"(1, 1)",rzeczownik,od łuszczyć ,[],,2
1116,łuszczyć,"(1, 1)",czasownik niedokonany,"ziarna z łupin ,  kolb lub innych owocostanów ","['ziarno', 'z', 'łupina', 'kolba', 'lub', 'inny', 'owocostan']",,8
1117,łuszczyć,"(1, 2)",czasownik niedokonany,płatami wierzchnią warstwę czegoś ,"['płat', 'wierzchni', 'warstwa', 'coś']",,4
1118,łuszczyć,"(1, 3)",czasownik niedokonany,drągi w łuszczarce ,"['drąg', 'w', 'łuszczarka']",,3
1119,łuszczyć,"(1, 4)",czasownik niedokonany,daw. żart. bijąc powodować wyrwy w szeragach ,"['bić', 'powodować', 'wyrwa', 'w', 'szerag']","['daw.', 'żart.']",7
1120,łuszczyć,"(1, 5)",czasownik niedokonany,"rabować ,  obdzierać ","['rabować', 'obdzierać']",,3
1121,łuszczyć,"(2, 1)",czasownik zwrotny niedokonany łuszczyć się,samorzutnie płatami od jakiejś powierzchni ,"['samorzutnie', 'płat', 'od', 'jakiś', 'powierzchnia']",,5
1122,łuszczyć,"(2, 2)",czasownik zwrotny niedokonany łuszczyć się,połyskiwać jakby łuskami ,"['połyskiwać', 'jakby', 'łuska']",,3
1123,łuszczyca,"(1, 1)",rzeczownik,"med. przewlekła ,  nawracająca choroba skóry ,  która charakteryzuje się występowaniem na skórze łuszczących się wykwitów ;  zob. też łuszczyca w Wikipedii ","['przewlekły', 'nawracać', 'choroba', 'skóra', 'który', 'charakteryzować się', 'występowanie', 'na', 'skóra', 'łuszczyć się', 'wykwit']",['med.'],16
1124,łuszczycowe zapalenie stawów,"(1, 1)",fraza rzeczownikowa,med. przewlekłe zapalenie stawów u osób z łuszczycą ,"['przewlekły', 'zapalenie', 'staw', 'u', 'osoba', 'z', 'łuszczyca']",['med.'],8
1125,łuszczycowy,"(1, 1)",przymiotnik,med. związany z łuszczycą ,"['związany', 'z', 'łuszczyca']",['med.'],4
1126,łut,"(1, 1)",rzeczownik,"jednostka miary masy ,  równa  1/16  grzywny  lub 1/32  funta ;  zob. też łut w Wikipedii ","['jednostka', 'miara', 'masa', 'równy', 'grzywna', 'funt']",,11
1127,łut,"(1, 2)",rzeczownik,mała ilość ,"['mały', 'ilość']",,2
1128,łyświeński,"(1, 1)",przymiotnik relacyjny,"z Łyśwą ,  dotyczący Łyświ ","['z', 'Łyśwa', 'dotyczyć', 'Łyśwa']",,5
1129,łyżczysko,"(1, 1)",rzeczownik,gw. (Górny Śląsk) duża łyżka ,"['duży', 'łyżka']",['gw.'],4
1130,łyżeczka,"(1, 1)",rzeczownik,zdrobn. od: łyżka ,['łyżka'],['zdrobn.'],3
1131,łyżeczka,"(1, 2)",rzeczownik,łyżka ,['łyżka'],,1
1132,łyżeczka,"(1, 3)",rzeczownik,substancji nabrana  łyżeczką (1.2) ,"['substancja', 'nabrać']",,3
1133,łyżeczka do herbaty,"(1, 1)",fraza rzeczownikowa,"łyżka ,  którą używa się do słodzenia i mieszania herbaty oraz innych napojów ","['łyżka', 'który', 'używać', 'się', 'do', 'słodzenie', 'i', 'mieszanie', 'herbata', 'oraz', 'inny', 'napój']",,13
1134,łyżeczkowanie,"(1, 1)",rzeczownik,rzecz. odczas. od łyżeczkować ,[],['rzecz. odczas.'],3
1135,łyżeczkowy,"(1, 1)",przymiotnik relacyjny,"z łyżeczką ,  dotyczący łyżeczki ","['z', 'łyżeczka', 'dotyczyć', 'łyżeczka']",,5
1136,łyżka,"(1, 1)",rzeczownik,służący do jedzenia ,"['służyć', 'do', 'jedzenie']",,3
1137,łyżka,"(1, 2)",rzeczownik,objętości substancji mieszczącej się w  łyżce (1.1)  lub  (1.3) ,"['objętość', 'substancja', 'mieścić się', 'w', 'lub']",,7
1138,łyżka,"(1, 3)",rzeczownik,"część maszyny budowlanej służąca do czerpania i przenoszenia materiałów ,  przeważnie sypkich ","['część', 'maszyna', 'budowlany', 'służyć', 'do', 'czerpać', 'i', 'przenosić', 'materiał', 'przeważnie', 'sypki']",,12
1139,łyżkarstwo,"(1, 1)",rzeczownik,rzem. produkowanie łyżek ,"['produkowanie', 'łyżka']",['rzem.'],3
1140,łyżkarz,"(1, 1)",rzeczownik,rzem. osoba wytwarzająca łyżki ,"['osoba', 'wytwarzać', 'łyżka']",['rzem.'],4
1141,łyżka cedzakowa,"(1, 1)",fraza rzeczownikowa,łyżki z otworami lub sitem służącej do zbierania szumowin z gotujących się wywarów ,"['łyżka', 'z', 'otwór', 'lub', 'sito', 'służyć', 'do', 'zbierać', 'szumowina', 'z', 'gotować się', 'wywar']",,12
1142,łyżka do butów,"(1, 1)",fraza rzeczownikowa,narzędzie ułatwiające zakładanie butów ;  zob. też łyżka do butów w Wikipedii ,"['narzędzie', 'ułatwiać', 'zakładanie', 'but']",,6
1143,łyżka wazowa,"(1, 1)",fraza rzeczownikowa,"duża głęboka łyżka o długim trzonku ,  służąca do nalewania zupy z wazy ","['duży', 'głęboki', 'łyżka', 'o', 'długi', 'trzonek', 'służyć', 'do', 'nalewanie', 'zupa', 'z', 'waza']",,13
1144,łyżkowidelec,"(1, 1)",rzeczownik,"sztućca ,  połączenie łyżki i widelca ;  zob. też łyżkowidelec w Wikipedii ","['sztuciec', 'połączenie', 'łyżka', 'i', 'widelec']",,8
1145,łyżkowy,"(1, 1)",przymiotnik,"z łyżką ,  dotyczący łyżki (sztućca) ","['z', 'łyżka', 'dotyczyć', 'łyżka']",,6
1146,łyżkowy,"(1, 2)",przymiotnik,"techn. związany z łyżką ,  dotyczący łyżki koparki ","['związać', 'z', 'łyżka', 'dotyczyć', 'łyżka', 'koparka']",['techn.'],8
1147,łyżkowy,"(1, 3)",przymiotnik,kształt lub przekrój łyżki ,"['kształt', 'lub', 'przekrój', 'łyżka']",,4
1148,łyżnik,"(1, 1)",rzeczownik,z drewna z otworami na sztućce ,"['z', 'drewno', 'z', 'otwór', 'na', 'sztućce']",,6
1149,łyżwa,"(1, 1)",rzeczownik,"sport. stalowa ,  wąska płoza przymocowana do wysokiego ,  sztywnego buta ,  służąca do jazdy po lodzie ;  zob. też łyżwy w Wikipedii ","['stalowy', 'wąski', 'płoza', 'przymocować', 'do', 'wysoki', 'sztywny', 'but', 'służyć', 'do', 'jazda', 'po', 'lód']",['sport.'],19
1150,łyżwiareczka,"(1, 1)",rzeczownik,zdrobn. od: łyżwiarka ,['łyżwiarka'],['zdrobn.'],3
1151,łyżwiarka,"(1, 1)",rzeczownik,"kobieta lub dziewczyna ,  która uprawia łyżwiarstwo ","['kobieta', 'lub', 'dziewczyna', 'który', 'uprawiać', 'łyżwiarstwo']",,7
1152,łyżwiarski,"(1, 1)",przymiotnik,dotyczący łyżwiarstwa lub łyżwiarza ,"['dotyczyć', 'łyżwiarstwo', 'lub', 'łyżwiarz']",,4
1153,łyżwiarstwo,"(1, 1)",rzeczownik,"zbiór dyscyplin sportowych ,  w których zawodnik porusza się po lodzie za pomocą łyżew ;  zob. też łyżwiarstwo w Wikipedii ","['zbiór', 'dyscyplina', 'sportowy', 'w', 'który', 'zawodnik', 'poruszać', 'się', 'po', 'lód', 'za pomocą', 'łyżwa']",,15
1154,łyżwiarstwo figurowe,"(1, 1)",fraza rzeczownikowa,"sport. dyscyplina sportowa polegająca na jeździe na łyżwach oraz wykonywaniu elementów choreograficznych i akrobatycznych ,  takich jak :  skoki ,  piruety ,  podnoszenia  ( w jeździe w parach )  itp. ","['dyscyplina sportowa', 'polegać', 'na', 'jazda', 'na', 'łyżwa', 'oraz', 'wykonywanie', 'element', 'choreograficzny', 'i', 'akrobatyczny', 'taki', 'jak', 'skok', 'piruet', 'podnoszenie', 'w', 'jazda', 'w', 'para', 'itp.']","['sport.', 'itp.']",29
1155,łyżwiarstwo synchroniczne,"(1, 1)",fraza rzeczownikowa,sport. odmiana łyżwiarstwa figurowego polegająca na jeździe na lodzie i wykonywaniu figur przez drużyny  ( tzw. formacje );  zob. też łyżwiarstwo synchroniczne w Wikipedii ,"['odmiana', 'łyżwiarstwo figurowe', 'polegać', 'na', 'jazda', 'na', 'lód', 'i', 'wykonywanie', 'figura', 'przez', 'drużyna', 'tzw.', 'formacja']","['sport.', 'tzw.']",18
1156,łyżwiarstwo szybkie,"(1, 1)",fraza rzeczownikowa,sport. konkurencja sportowa polegająca na jak najszybszym pokonaniu na łyżwach określonego dystansu ;  zob. też łyżwiarstwo szybkie w Wikipedii ,"['konkurencja', 'sportowy', 'polegać', 'na', 'jak', 'szybki', 'pokonanie', 'na', 'łyżwa', 'określony', 'dystans']",['sport.'],14
1157,łyżwiarz,"(1, 1)",rzeczownik,"osoba jeżdżąca na łyżwach ,  także zawodnik wyczynowo uprawiający łyżwiarstwo ;  zob. też łyżwiarz w Wikipedii ","['osoba', 'jeździć', 'na', 'łyżwa', 'także', 'zawodnik', 'wyczynowo', 'uprawiać', 'łyżwiarstwo']",,12
1158,łyżwiarz szybki,"(1, 1)",fraza rzeczownikowa,zob. panczenista ,[],['zob.'],2
1159,łybak,"(1, 1)",rzeczownik,"zajmująca się dawniej zbieraniem i gromadzeniem ropy naftowej z naturalnych wycieków i dołów kopalnianych za pomocą końskich ogonów ,  szmat i sitowia ","['zajmować się', 'dawniej', 'zbieranie', 'i', 'gromadzenie', 'ropa naftowa', 'z', 'naturalny', 'wyciek', 'i', 'dół', 'kopalniany', 'za pomocą', 'koński', 'ogon', 'szmata', 'i', 'sitowie']",,19
1160,łycha,"(1, 1)",rzeczownik,zgrub. od: łyżka ,['łyżka'],['zgrub.'],3
1161,łycha,"(1, 2)",rzeczownik,"łyżka ,  zwłaszcza drewniana ","['łyżka', 'zwłaszcza', 'drewniany']",,4
1162,łyczak,"(1, 1)",rzeczownik,daw. powróz wykonany z łyka ,"['powróz', 'wykonać', 'z', 'łyko']",['daw.'],5
1163,łyczak,"(1, 2)",rzeczownik,tkanina z włókna konopii ,"['tkanina', 'z', 'włókno', 'konopie']",,4
1164,łyczak,"(1, 3)",rzeczownik,but wykonany z łyka ,"['but', 'wykonać', 'z', 'łyko']",,4
1165,łyczakowski,"(1, 1)",przymiotnik relacyjny,"do Łyczakowa ,  związany z Łyczakowem ","['do', 'Łyczaków', 'związany', 'z', 'Łyczaków']",,6
1166,łydeczka,"(1, 1)",rzeczownik,zdrobn. od: łydka ,['łydka'],['zdrobn.'],3
1167,łydka,"(1, 1)",rzeczownik,"tylna część nogi człowieka ,  między kolanem a stopą ;  zob. też łydka w Wikipedii ","['tylny', 'część', 'noga', 'człowiek', 'między', 'kolano', 'a', 'stopa']",,11
1168,łydkowy,"(1, 1)",przymiotnik relacyjny,"anat. związany z łydką ,  dotyczący łydki ","['związać', 'z', 'łydka', 'dotyczyć', 'łydka']",['anat.'],7
1169,łyk,"(1, 1)",rzeczownik,",  łyknięcie pewnej ilości płynu ","['łyknięcie', 'pewien', 'ilość', 'płyn']",,5
1170,łyk,"(1, 2)",rzeczownik,"płynu ,  jaką przełyka się za jednym razem ","['płyn', 'jaki', 'przełykać', 'się', 'za', 'jeden', 'raz']",,8
1171,łyk,"(2, 1)",rzeczownik,"przest. pogard. mieszczuch ,  mieszczanin ","['mieszczuch', 'mieszczanin']","['przest.', 'pogard.']",5
1172,łyk,"(3, 1)",rzeczownik,lm od: łyko ,['łyko'],,3
1173,łykać,"(1, 1)",czasownik przechodni niedokonany (dk. łyknąć),"co do gardła ,  przełyku ,  żołądka ","['co', 'do', 'gardło', 'przełyk', 'żołądek']",,7
1174,łykać,"(1, 2)",czasownik przechodni niedokonany (dk. łyknąć),jeść pospiesznie ,"['jeść', 'pospiesznie']",,2
1175,łykać,"(1, 3)",czasownik przechodni niedokonany (dk. łyknąć),wypijać alkohol ,"['wypijać', 'alkohol']",,2
1176,łykać,"(1, 4)",czasownik przechodni niedokonany (dk. łyknąć),łatwo przyswajać wiedzę ,"['łatwo', 'przyswajać', 'wiedza']",,3
1177,łykać jak młody pelikan,"(1, 1)",fraza czasownikowa niedokonana,"pot. żart. być naiwnym ,  łatwowiernym i wierzyć w coś bez dowodów ","['być', 'naiwny', 'łatwowierny', 'i', 'wierzyć', 'w', 'coś', 'bez', 'dowód']","['pot.', 'żart.']",12
1178,łykać jak młody rekin,"(1, 1)",fraza czasownikowa niedokonana,"pot. żart. być naiwnym ,  łatwowiernym i wierzyć w coś bez dowodów ","['być', 'naiwny', 'łatwowierny', 'i', 'wierzyć', 'w', 'coś', 'bez', 'dowód']","['pot.', 'żart.']",12
1179,łyknąć,"(1, 1)",czasownik przechodni,łykać ,[],,1
1180,łyko,"(1, 1)",rzeczownik,"bot. żywa ,  włóknista tkanka roślin naczyniowych ,  rodzaj tkanki przewodzącej ,  która transportuje związki organiczne powstałe podczas fotosyntezy ","['żywy', 'włóknisty', 'tkanka', 'roślina', 'naczyniowy', 'rodzaj', 'tkanka przewodząca', 'który', 'transportować', 'związek', 'organiczny', 'powstać', 'podczas', 'fotosynteza']",['bot.'],18
1181,łyko,"(1, 2)",rzeczownik,"włókno wykonane z  łyka (1.1)  niektórych roślin i używane na maty ,  sznurki ,  obuwie ,  itp. ","['włókno', 'wykonać', 'z', 'niektóry', 'roślina', 'i', 'używać', 'na', 'mata', 'sznurek', 'obuwie', 'itp.']",['itp.'],16
1182,łykowy,"(1, 1)",przymiotnik relacyjny,"bot. związany z łykiem ,  dotyczący łyka ","['związać', 'z', 'łyko', 'dotyczyć', 'łyko']",['bot.'],7
1183,łypać,"(1, 1)",czasownik nieprzechodni niedokonany (dk. łypnąć),spoglądać groźnie lub ukradkiem ,"['spoglądać', 'groźnie', 'lub', 'ukradkiem']",,4
1184,łypa,"(1, 1)",rzeczownik,reg. białost. warga ,['warga'],['reg. białost.'],2
1185,łypanie,"(1, 1)",rzeczownik,spoglądanie ,['spoglądanie'],,1
1186,łypnąć,"(1, 1)",czasownik nieprzechodni dokonany (ndk. łypać),łypać ,[],,1
1187,łypnięcie,"(1, 1)",rzeczownik,spoglądnięcie ,['spoglądnięcie'],,1
1188,łysawy,"(1, 1)",przymiotnik jakościowy,"łysy ,  nieco łysiejący ","['łysy', 'nieco', 'łysieć']",,4
1189,łysawy,"(1, 2)",przymiotnik jakościowy,pot. niemal pozbawiony roślinności ,"['niemal', 'pozbawić', 'roślinność']",['pot.'],4
1190,łysek,"(1, 1)",rzeczownik,lekcew. łysa osoba płci męskiej ,"['łysy', 'osoba', 'płeć', 'męski']",['lekcew.'],5
1191,łysek,"(2, 1)",rzeczownik,zool. ogier lub wałach z łysiną  ( rodzaj odmiany )  na czole ,"['ogier', 'lub', 'wałach', 'z', 'łysina', 'rodzaj', 'odmiana', 'na', 'czoło']",['zool.'],12
1192,łysek,"(3, 1)",rzeczownik,lm od: łyska ,['łyska'],,3
1193,łysenkizm,"(1, 1)",rzeczownik,"biol. radziecki ,  pseudonaukowy pogląd zaprzeczający istnieniu genów i uznający dziedziczną zmienność środowiskową za główny czynnik przystosowawczy ;  zob. też łysenkizm w Wikipedii ","['radziecki', 'pseudonaukowy', 'pogląd', 'zaprzeczać', 'istnienie', 'gen', 'i', 'uznawać', 'dziedziczny', 'zmienność', 'środowiskowy', 'za', 'główny', 'czynnik', 'przystosowawczy']",['biol.'],19
1194,łysieć,"(1, 1)",czasownik nieprzechodni niedokonany (dk. wyłysieć),":  tracić włosy na głowie ,  stawać się łysym ","['tracić', 'włos', 'na', 'głowa', 'stawać się', 'łysy']",,8
1195,łysieć,"(1, 2)",czasownik nieprzechodni niedokonany (dk. wyłysieć),:  tracić sierść ,"['tracić', 'sierść']",,3
1196,łysienie,"(1, 1)",rzeczownik,od łysieć ,[],,2
1197,łysienie,"(1, 2)",rzeczownik,utrata znacznej ilości włosów poprzez ich stopniowe wypadanie ,"['utrata', 'znaczny', 'ilość', 'włos', 'poprzez', 'ich', 'stopniowy', 'wypadanie']",,8
1198,łysienie androgenowe,"(1, 1)",fraza rzeczownikowa,dolegliwość polegająca na nadmiernym wypadaniu włosów dotykająca częściej mężczyzn ;  zob. też łysienie androgenowe w Wikipedii ,"['dolegliwość', 'polegać', 'na', 'nadmierny', 'wypadanie', 'włos', 'dotykać', 'często', 'mężczyzna']",,11
1199,łysina,"(1, 1)",rzeczownik,na głowie pozbawione włosów ,"['na', 'głowa', 'pozbawić', 'włos']",,4
1200,łysina,"(1, 2)",rzeczownik,(Łowicz) czoło  ( niekoniecznie bez włosów ) ,['czoło'],,5
1201,łysinka,"(1, 1)",rzeczownik,od :  łysina ,['łysina'],,3
1202,łysk,"(1, 1)",rzeczownik,st.pol. łydka ,['łydka'],['st.pol.'],2
1203,łyskać,"(1, 1)",czasownik,"st.pol. błyskać ,  świecić ","['błyskać', 'świecić']",['st.pol.'],4
1204,łyska,"(1, 2)",rzeczownik,jeźdz. klacz z łysiną na czole ,"['klacz', 'z', 'łysina', 'na', 'czoło']",['jeźdz.'],6
1205,łyska,"(2, 1)",rzeczownik,i B. lp od: łysek ,['łysek'],['B.'],5
1206,łyskacz,"(1, 1)",rzeczownik,pot. żart. whisky ,['whisky'],"['pot.', 'żart.']",3
1207,łyskanie,"(1, 1)",rzeczownik,rzecz. odczas. od łyskać ,[],['rzecz. odczas.'],3
1208,łysość,"(1, 1)",rzeczownik,"odprzym. cecha tego ,  co jest łyse ;  cecha tych ,  którzy są łysi ","['cecha', 'to', 'co', 'być', 'łysy', 'cecha', 'ci', 'który', 'być', 'łysy']",['odprzym.'],14
1209,łyso,"(1, 1)",przysłówek,"pot. w odniesieniu do uczuć, doznań psychicznych :  nijako ,  głupio ,  nieprzyjemnie ","['nijako', 'głupio', 'nieprzyjemnie']",['pot.'],8
1210,łysogórski,"(1, 1)",przymiotnik relacyjny,"geogr. dotyczący Łysogór ,  związany z Łysogórami ,  pochodzący z Łysogór ","['dotyczyć', 'Łysogóry', 'związać', 'z', 'Łysogóry', 'pochodzić', 'z', 'Łysogóry']",['geogr.'],11
1211,łysol,"(1, 1)",rzeczownik,"pogard. łysy mężczyzna lub chłopak ,  w szczególności skin ","['łysy', 'mężczyzna', 'lub', 'chłopak', 'w szczególności', 'skin']",['pogard.'],8
1212,łyst,"(1, 1)",rzeczownik,st.pol. łydka ,['łydka'],['st.pol.'],2
1213,łysy,"(1, 1)",przymiotnik,lub częściowo pozbawiony włosów na głowie ,"['lub', 'częściowo', 'pozbawić', 'włos', 'na', 'głowa']",,6
1214,łysy,"(1, 2)",przymiotnik,:  pozbawiony sierści ,"['pozbawić', 'sierść']",,3
1215,łysy,"(1, 3)",przymiotnik,pot. o powierzchni lub przedmiocie: pozbawiony właściwych sobie elementów ,"['pozbawić', 'właściwy', 'sobie', 'element']",['pot.'],6
1216,łysy,"(1, 4)",przymiotnik,"pozbawiony wysokiej roślinności ,  lasu ","['pozbawić', 'wysoki', 'roślinność', 'las']",,5
1217,łysy,"(1, 5)",przymiotnik,"o koniu :  mający biały ,  podłużny pas ,  idący od czoła do nozdrzy ","['mieć', 'biały', 'podłużny', 'pas', 'iść', 'od', 'czoło', 'do', 'nozdrze']",,13
1218,łysy,"(1, 6)",przymiotnik,(Łowicz) liliowy ,['liliowy'],,2
1219,łysy,"(2, 2)",rzeczownik,"żart. księżyc ,  zwłaszcza w pełni ","['księżyc', 'zwłaszcza', 'w', 'pełnia']",['żart.'],6
1220,łysy,"(2, 3)",rzeczownik,łow. jeleń bez poroża ,"['jeleń', 'bez', 'poroże']",['łow.'],4
1221,łysy,"(2, 4)",rzeczownik,karc. as ,['as'],['karc.'],2
1222,łysy,"(2, 5)",rzeczownik,"więz. członek męski ,  penis ","['członek', 'męski', 'penis']",['więz.'],5
1223,łysy jak kolano,"(1, 1)",fraza przymiotnikowa,łysy ,['łysy'],,1
1224,łysy maciek,"(1, 1)",fraza rzeczownikowa,reg. (Kujawy) ornit. pliszka ,['pliszka'],"['reg.', 'ornit.']",4
1225,łza,"(1, 1)",rzeczownik,fizj. kropla słonawej wody wydzielonej przez oko ;  zob. też łza w Wikipedii ,"['kropla', 'słonawy', 'woda', 'wydzielić', 'przez', 'oko']",['fizj.'],9
1226,łzawić,"(1, 1)",czasownik,:  wydzielać nadmiernie łzy ,"['wydzielać', 'nadmiernie', 'łza']",,4
1227,łzawienie,"(1, 1)",rzeczownik,rzecz. odczas. od łzawić ,[],['rzecz. odczas.'],3
1228,łzawnica,"(1, 1)",rzeczownik,hist. starożytne naczynie przeznaczone do symbolicznego przechowywania łez przelanych na czyimś grobie ,"['starożytny', 'naczynie', 'przeznaczyć', 'do', 'symboliczny', 'przechowywanie', 'łza', 'przelać', 'na', 'czyjś', 'grób']",['hist.'],12
1229,łzawnica,"(1, 3)",rzeczownik,roślina z rodzaju  (1.2) ,"['roślina', 'z', 'rodzaj']",,4
1230,łzawy,"(1, 1)",przymiotnik relacyjny,"smutkiem ,  żalem ","['smutek', 'żal']",,3
1231,łzawy,"(1, 2)",przymiotnik relacyjny,łzy ,['łza'],,1
1232,łzawy,"(1, 3)",przymiotnik relacyjny,"iron. o czymś co przesadnie działa środkami wywołującymi łzy ,  wzruszenie ,  żal ,  współczucie ","['o', 'coś', 'co', 'przesadnie', 'działać', 'środek', 'wywoływać', 'łza', 'wzruszenie', 'żal', 'współczucie']",['iron.'],15
1233,łzowy,"(1, 1)",przymiotnik relacyjny,"anat. związany z łez ,  dotyczący łzy ,  łzawienia ","['związać', 'z', 'łza', 'dotyczyć', 'łza', 'łzawić']",['anat.'],9
1234,łzy świętego Wawrzyńca,"(1, 1)",fraza rzeczownikowa,astr. pot. zob. Perseidy ,[],"['astr.', 'pot.', 'zob.']",4
1235,Ń,"(1, 1)",rzeczownik,majuskuła dziewiętnastej litery alfabetu ;  zob. też Ń w Wikipedii ,"['majuskuła', 'dziewiętnasty', 'litera', 'alfabet']",,6
1236,ń,"(1, 1)",rzeczownik,dziewiętnasta litera polskiego alfabetu ;  zob. też ń w Wikipedii ,"['dziewiętnasty', 'litera', 'polski', 'alfabet']",,6
1237,Ś,"(1, 1)",rzeczownik,jęz. majuskuła dwudziestej piątej litery alfabetu ;  zob. też Ś w Wikipedii ,"['majuskuła', 'dwudziesty', 'piąty', 'litera', 'alfabet']",['jęz.'],8
1238,Śani,"(1, 1)",rzeczownik,"w hinduizmie: nawagraha Saturn ,  jedna z planet w wedyjskim systemie astrologicznym ","['nawagraha', 'Saturn', 'jeden', 'z', 'planeta', 'w', 'wedyjski', 'system', 'astrologiczny']",,11
1239,Śani,"(1, 2)",rzeczownik,bóg nawagraha  (1.1)  zsyłający nieszczęścia i niepowodzenia w razie gdy nie zostaje przebłagany ,"['bóg', 'nawagraha', 'zsyłać', 'nieszczęście', 'i', 'niepowodzenie', 'w razie', 'gdy', 'nie', 'zostać', 'przebłagać']",,12
1240,Śiwa,"(1, 1)",rzeczownik,rel. jeden z trzech najważniejszych bogów hinduizmu ;  zob. też Śiwa w Wikipedii ,"['jeden', 'z', 'trzy', 'ważny', 'bóg', 'hinduizm']",['rel.'],9
1241,Ślónsk,"(1, 1)",rzeczownik,gw. (Górny Śląsk) geogr. Śląsk ,['Śląsk'],"['gw.', 'geogr.']",4
1242,Ślónzek,"(1, 1)",rzeczownik,gw. (Górny Śląsk) geogr. Śląsk ,['Śląsk'],"['gw.', 'geogr.']",4
1243,Ślónzoczka,"(1, 1)",rzeczownik,gw. (Górny Śląsk) Ślązaczka ,['Ślązaczka'],['gw.'],3
1244,Ślónzok,"(1, 1)",rzeczownik,gw. (Górny Śląsk) Ślązak ,['Ślązak'],['gw.'],3
1245,Śląsk,"(1, 1)",rzeczownik,terytorium historyczne  ( kraina geograficzna i historyczna )  w dorzeczu górnej i środkowej Odry ;  zob. też Śląsk w Wikipedii ,"['terytorium', 'historyczny', 'kraina', 'geograficzny', 'i', 'historyczny', 'w', 'dorzecze', 'górny', 'i', 'środkowy', 'Odra']",,16
1246,Śląsk,"(1, 2)",rzeczownik,województwo śląskie ;  zob. też województwo śląskie w Wikipedii ,['województwo śląskie'],,3
1247,Śląskie,"(1, 1)",rzeczownik,region w południowej Polsce ,"['region', 'w', 'południowy', 'Polska']",,4
1248,Śląsk Cieszyński,"(1, 1)",fraza rzeczownikowa,"hist. kraina historyczna stanowiąca południowo-wschodnią część Śląska ,  położona wokół miasta Cieszyn i rzeki Olzy ,  częściowo w Polsce ,  częściowo w Republice Czeskiej ;  zob. też Śląsk Cieszyński w Wikipedii ","['kraina', 'historyczny', 'stanowić', 'południowo-wschodni', 'część', 'Śląsk', 'położyć', 'wokół', 'miasto', 'Cieszyn', 'i', 'rzeka', 'Olza', 'częściowo', 'w', 'Polska', 'częściowo', 'w', 'Republika Czeska']",['hist.'],25
1249,Śląsk Opolski,"(1, 1)",fraza rzeczownikowa,"geogr. hist. kraina historyczna stanowiąca centralną część Śląska ,  położona wokół miasta Opole ,  nad środkową i górną Odrą ;  zob. też Śląsk Opolski w Wikipedii ","['kraina', 'historyczny', 'stanowić', 'centralny', 'część', 'Śląsk', 'położyć', 'wokół', 'miasto', 'Opole', 'nad', 'środkowy', 'i', 'górny', 'Odra']","['geogr.', 'hist.']",21
1250,Ślązaczka,"(1, 1)",rzeczownik,Śląska ;  zob. też Ślązacy w Wikipedii ,['Śląsk'],,3
1251,Ślązak,"(1, 1)",rzeczownik,Śląska ;  zob. też Ślązacy w Wikipedii ,['Śląsk'],,3
1252,Ślepiotka,"(1, 1)",rzeczownik,"geogr. potok w południowej Polsce ,  w województwie śląskim ,  lewobrzeżny dopływ Kłodnicy ;  zob. też Ślepotka w Wikipedii ","['potok', 'w', 'południowy', 'Polska', 'w', 'województwo śląskie', 'lewobrzeżny', 'dopływ', 'Kłodnica']",['geogr.'],14
1253,Ślepotka,"(1, 1)",rzeczownik,"geogr. hydrol. urzędowa nazwa potoku w południowej Polsce ,  w województwie śląskim ;  lewobrzeżny dopływ Kłodnicy przepływający przez Katowice ;  zob. też Ślepotka w Wikipedii ","['urzędowy', 'nazwa', 'potok', 'w', 'południowy', 'Polska', 'w', 'województwo śląskie', 'lewobrzeżny', 'dopływ', 'Kłodnica', 'przepływać', 'przez', 'Katowice']","['geogr.', 'hydrol.']",20
1254,Ślepotka,"(1, 2)",rzeczownik,hydrol. dopływ Radomki ,"['dopływ', 'Radomka']",['hydrol.'],3
1255,Ślonzoczka,"(1, 1)",rzeczownik,gw. (Górny Śląsk) Ślązaczka ,['Ślązaczka'],['gw.'],3
1256,Ślonzok,"(1, 1)",rzeczownik,gw. (Górny Śląsk) Ślązak ,['Ślązak'],['gw.'],3
1257,Śniardwy,"(1, 1)",rzeczownik,"geogr. polodowcowe jezioro w północno-wschodniej Polsce ,  na Mazurach ;  zob. też Śniardwy w Wikipedii ","['polodowcowy', 'jezioro', 'w', 'północno-wschodni', 'Polska', 'na', 'Mazury']",['geogr.'],11
1258,Śnieżka,"(1, 1)",rzeczownik,najwyższy szczyt w Karkonoszach ;  zob. też Śnieżka w Wikipedii ,"['wysoki', 'szczyt', 'w', 'Karkonosze']",,6
