,Name,Sign,Type,Definition,Other_words,Indexes,No_words
2352,bożogrobski,"(2, 1)",przymiotnik dzierżawczy,"do bożogrobców ,  będący ich własnością ","['do', 'bożogrobiec', 'być', 'oni', 'własność']",,6
2353,bożogrobsko,"(1, 1)",przysłówek sposobu,sposób właściwy dla bożogrobców ,"['sposób', 'właściwy', 'dla', 'bożogrobiec']",,4
2354,bożonarodzeniowy,"(1, 1)",przymiotnik,z Bożym Narodzeniem ,"['z', 'Boże Narodzenie']",,2
2355,bożyć się,"(1, 1)",czasownik zwrotny niedokonany (dk. brak),"rzad. zaklinać się ,  przysięgać ","['zaklinać się', 'przysięgać']",['rzad.'],4
2356,Boży,"(1, 1)",przymiotnik,z Bogiem ,"['z', 'Bóg']",,2
2357,bożyc,"(1, 1)",rzeczownik,st.pol. Syn Boga ,"['syn', 'Bóg']",['st.pol.'],3
2358,Bożydar,"(1, 1)",rzeczownik,;  zob. też Bożydar (imię) w Wikipedii ,[],,2
2359,bożyszcze,"(1, 1)",rzeczownik,"hist. bożek pogański i / lub jego bałwan ,  idol ","['bożek', 'pogański', 'i', 'lub', 'on', 'bałwan', 'idol']",['hist.'],10
2360,bożyszcze,"(1, 2)",rzeczownik,"świątynia pogańska ,  chram ","['świątynia', 'pogański', 'chram']",,4
2361,bożyszcze,"(1, 3)",rzeczownik,"idol ,  osoba uwielbiana ","['idol', 'osoba', 'uwielbiać']",,4
2362,Boży Grób,"(1, 1)",fraza rzeczownikowa,rel. pozostałości grobu Jezusa Chrystusa w Jerozolimie zamienione w kaplicę ,"['pozostałość', 'grób', 'Jezus Chrystus', 'w', 'Jerozolima', 'zamienić', 'w', 'kaplica']",['rel.'],9
2363,Boży Grób,"(1, 2)",fraza rzeczownikowa,etn. instalacja wraz z inscenizacją  Bożego Grobu (1.1)  ustawiana w kościołach w okresie Wielkanocy ,"['instalacja', 'wraz', 'z', 'inscenizacja', 'ustawiać', 'w', 'kościół', 'w', 'okres', 'Wielkanoc']",['etn.'],12
2364,bo,"(1, 1)",spójnik,,[],,0
2365,bo,"(1, 2)",spójnik,,[],,0
2366,bo,"(2, 1)",partykuła,,[],,0
2367,bo,"(2, 2)",partykuła,,[],,0
2368,bo,"(2, 3)",partykuła,,[],,0
2369,boazeria,"(1, 1)",rzeczownik,lub drewnopodobna okładzina ścienna ,"['lub', 'drewnopodobny', 'okładzina', 'ścienny']",,4
2370,bob,"(1, 1)",rzeczownik,reg. łódz. latawiec z poskładanego papieru ,"['latawiec', 'z', 'poskładany', 'papier']",['reg. łódz.'],5
2371,boba,"(1, 1)",rzeczownik,"gw. (Poznań) ,  reg. łódz. czapka ,  zwłaszcza zimowa ","['czapka', 'zwłaszcza', 'zimowy']","['gw.', 'reg. łódz.']",8
2372,boba,"(1, 2)",rzeczownik,ciepłe ubranie ,"['ciepłe', 'ubranie']",,2
2373,boba,"(1, 3)",rzeczownik,gęsta papka ,"['gęsty', 'papka']",,2
2374,boba,"(1, 4)",rzeczownik,latawiec z poskładanego papieru ,"['latawiec', 'z', 'poskładany', 'papier']",,4
2375,boba,"(1, 5)",rzeczownik,marihuana ,['marihuana'],,1
2376,bobas,"(1, 1)",rzeczownik,pieszcz. małe dziecko ,"['mały', 'dziecko']",['pieszcz.'],3
2377,bobasek,"(1, 1)",rzeczownik,zdrobn. od: bobas ,['bobas'],['zdrobn.'],3
2378,bobasek,"(1, 2)",rzeczownik,małe dziecko ,"['mały', 'dziecko']",,2
2379,bobek,"(1, 1)",rzeczownik,zdrobn. od bób ,['bób'],['zdrobn.'],3
2380,bobek,"(1, 2)",rzeczownik,grudka odchodów ,"['grudka', 'odchody']",,2
2381,bobik,"(1, 1)",rzeczownik,od: bób ,['bób'],,2
2382,bobik,"(1, 3)",rzeczownik,nasiono  bobiku (1.1)  wykorzystywane w sztuce kulinarnej ,"['nasiono', 'wykorzystywać', 'w', 'sztuka', 'kulinarny']",,6
2383,bobina,"(1, 1)",rzeczownik,wąski zwój papieru zwiniętego w rolkę o szerokości maksymalnej równej 1/4 jej średnicy ,"['wąski', 'zwój', 'papier', 'zwinąć', 'w', 'rolka', 'o', 'szerokość', 'maksymalny', 'równy', '1/4', 'ona', 'średnica']",,13
2384,bobiniarka,"(1, 1)",rzeczownik,"do cięcia i zwijania w rolki materiały takie jak np. papier ,  folia czy włóknina ","['do', 'cięcie', 'i', 'zwijanie', 'w', 'rolka', 'materiał', 'taki', 'jak', 'np.', 'papier', 'folia', 'czy', 'włóknina']",['np.'],15
2385,bobkowy,"(1, 1)",przymiotnik,"bobków ,  związany z bobkami ,  podobny do bobków ","['bobek', 'związany', 'z', 'bobek', 'podobny', 'do', 'bobek']",,9
2386,bobkowy,"(1, 2)",przymiotnik,drzewa bobkowego  ( wawrzynu ) ,"['drzewo bobkowe', 'wawrzyn']",,4
2387,bobok,"(1, 1)",rzeczownik,gw. (Górny Śląsk) straszydło ,['straszydło'],['gw.'],3
2388,boboliński,"(1, 1)",przymiotnik relacyjny,"do Bobolina ,  związany z Bobolinem ","['do', 'Bobolin', 'związany', 'z', 'Bobolin']",,6
2389,Bobolice,"(1, 1)",rzeczownik,miasto w Polsce ;  zob. też Bobolice w Wikipedii ,"['miasto', 'w', 'Polska']",,5
2390,Bobolin,"(1, 1)",rzeczownik,"geogr. wieś w Polsce ,  w województwie zachodniopomorskim ,  w powiecie sławieńskim ,  w gminie Darłowo ;  zob. też Bobolin (powiat sławieński) w Wikipedii ","['wieś', 'w', 'Polska', 'w', 'województwo zachodniopomorskie', 'w', 'powiat', 'sławieński', 'w', 'gmina', 'Darłowo']",['geogr.'],17
2391,Bobolin,"(1, 2)",rzeczownik,"osada w Polsce ,  w województwie zachodniopomorskim ,  w powiecie polickim ,  w gminie Kołbaskowo ;  zob. też Bobolin (powiat policki) w Wikipedii ","['osada', 'w', 'Polska', 'w', 'województwo zachodniopomorskie', 'w', 'powiat', 'policki', 'w', 'gmina', 'Kołbaskowo']",,16
2392,boboszowski,"(1, 1)",przymiotnik relacyjny,"z Boboszowem ,  dotyczący Boboszowa ","['z', 'Boboszów', 'dotyczyć', 'Boboszów']",,5
2393,Bobowa,"(1, 1)",rzeczownik,geogr. miasto w Polsce ;  zob. też Bobowa w Wikipedii ,"['miasto', 'w', 'Polska']",['geogr.'],6
2394,bobowanie,"(1, 1)",rzeczownik,rzecz. odczas. od bobować ,[],['rzecz. odczas.'],3
2395,bobowy,"(1, 1)",przymiotnik jakościowy,"z bobu ,  zawierający bób ","['z', 'bób', 'zawierać', 'bób']",,5
2396,bobowy,"(2, 1)",przymiotnik relacyjny,"z bobem ,  odnoszący się do bobu ","['z', 'bób', 'odnosić się', 'do', 'bób']",,6
2397,bobrecki,"(1, 1)",przymiotnik relacyjny,"do Bobrka ,  związany z Bobrkiem ","['do', 'Bobrek', 'związany', 'z', 'Bobrek']",,6
2398,Bobrek,"(1, 1)",rzeczownik,"geogr. jezioro w województwie warmińsko-mazurskim ,  w gminie Szczytno ;  zob. też Bobrek (jezioro) w Wikipedii ","['jezioro', 'w', 'województwo warmińsko-mazurskie', 'w', 'gmina', 'Szczytno']",['geogr.'],10
2399,Bobrek,"(1, 2)",rzeczownik,nazwa kilku potoków i kanału wodnego w Polsce ;  zob. też Bobrek w Wikipedii ,"['nazwa', 'kilka', 'potok', 'i', 'kanał', 'wodny', 'w', 'Polska']",,10
2400,Bobrek,"(1, 3)",rzeczownik,"toponim ,  nazwa kilku dzielnic ,  części polskich miast i wsi ","['toponim', 'nazwa', 'kilka', 'dzielnica', 'część', 'polski', 'miasto', 'i', 'wieś']",,11
2401,bobrować,"(1, 1)",czasownik,",  zanurzając się w wodzie ","['zanurzać się', 'w', 'woda']",,4
2402,bobrowanie,"(1, 1)",rzeczownik,pot. szperanie w czymś w poszukiwaniu czegoś ,"['szperanie', 'w', 'coś', 'w', 'poszukiwanie', 'coś']",['pot.'],7
2403,bobrowanie,"(1, 2)",rzeczownik,"o łosiu i o psie myśliwskim: brodzenie w wodzie ,  w błocie ","['brodzenie', 'w', 'woda', 'w', 'błoto']",,7
2404,Bobrowica,"(1, 1)",rzeczownik,"geogr. miasto na Ukrainie w obwodzie czernihowskim ,  siedziba władz rejonu bobrowickiego ;  zob. też Bobrowica w Wikipedii ","['miasto', 'na', 'Ukraina', 'w', 'obwód', 'czernihowski', 'siedziba', 'władze', 'rejon', 'bobrowicki']",['geogr.'],14
2405,bobrowy,"(1, 1)",przymiotnik,"bobra ,  odnoszący się do bobra ","['bóbr', 'odnosić się', 'do', 'bóbr']",,5
2406,bobrowy,"(1, 2)",przymiotnik,od bobra ,"['od', 'bóbr']",,2
2407,bobry,"(1, 1)",rzeczownik,z bobra ,"['z', 'bóbr']",,2
2408,bobry,"(2, 1)",rzeczownik,"M. ,  B. i W. lm od: bóbr ",['bóbr'],"['M.', 'B.', 'W.']",8
2409,Bobryniec,"(1, 1)",rzeczownik,"geogr. miasto na Ukrainie w obwodzie kirowohradzkim ,  siedziba władz rejonu bobrynieckiego ;  zob. też Bobryniec w Wikipedii ","['miasto', 'na', 'Ukraina', 'w', 'obwód', 'kirowohradzki', 'siedziba', 'władze', 'rejon', 'bobryniecki']",['geogr.'],14
2410,bobrzę,"(1, 1)",rzeczownik,bobra ,['bóbr'],,1
2411,bobsleista,"(1, 1)",rzeczownik,"zawodnik ,  który jeździ na bobslejach ","['zawodnik', 'który', 'jeździć', 'na', 'bobslej']",,6
2412,bobsleistka,"(1, 1)",rzeczownik,:  bobsleista ,['bobsleista'],,2
2413,bobslej,"(1, 1)",rzeczownik,sportowe wyposażone w kierownicę i hamulec ;  zob. też bobslej w Wikipedii ,"['sportowy', 'wyposażyć', 'w', 'kierownica', 'i', 'hamulec']",,8
2414,bobsleje,"(1, 1)",rzeczownik,zimowa dyscyplina sportowa polegająca na zjeżdżaniu bobslejami po sztucznym torze lodowym ;  zob. też bobsleje w Wikipedii ,"['zimowy', 'dyscyplina', 'sportowy', 'polegać', 'na', 'zjeżdżanie', 'bobslej', 'po', 'sztuczny', 'tor', 'lodowy']",,13
2415,bobsleje,"(2, 1)",rzeczownik,B. lm zob. bobslej ,[],"['B.', 'zob.']",4
2416,bobslejowy,"(1, 1)",przymiotnik relacyjny,od :  bobslej ,['bobslej'],,3
2417,boby,"(1, 1)",spójnik,,[],,0
2418,bocan,"(1, 1)",rzeczownik,"gw. bocian ,  bocian biały ","['bocian', 'bocian biały']",['gw.'],4
2419,bocheński,"(1, 1)",przymiotnik,"Bochni ,  związany z Bochnią ,  pochodzący z Bochni ","['Bochnia', 'związać', 'z', 'Bochnia', 'pochodzić', 'z', 'Bochnia']",,9
2420,bochen,"(1, 1)",rzeczownik,od: bochenek ,['bochenek'],,2
2421,bochenek,"(1, 1)",rzeczownik,"chleb ,  bryła ciasta ","['chleb', 'bryła', 'ciasto']",,4
2422,bochenek,"(1, 2)",rzeczownik,"kształt ,  w jaki formowany jest chleb ","['kształt', 'w', 'jaki', 'formować', 'być', 'chleb']",,7
2423,bochnar,"(1, 1)",rzeczownik,st.pol. nazwa monety ,"['nazwa', 'moneta']",['st.pol.'],3
2424,bochnek,"(1, 1)",rzeczownik,st.pol. bochenek ,['bochenek'],['st.pol.'],2
2425,Bochnia,"(1, 1)",rzeczownik,"miasto powiatowe w Polsce ,  w województwie małopolskim ;  zob. też Bochnia w Wikipedii ","['miasto', 'powiatowy', 'w', 'Polska', 'w', 'województwo małopolskie']",,9
2426,bochnianin,"(1, 1)",rzeczownik,Bochni ,['Bochnia'],,1
2427,bochnianka,"(1, 1)",rzeczownik,Bochni ,['Bochnia'],,1
2428,Bochotnica,"(1, 1)",rzeczownik,wieś w województwie lubelskim ;  zob. też Bochotnica w Wikipedii ,"['wieś', 'w', 'województwo lubelskie']",,5
2429,Bochum,"(1, 1)",rzeczownik,adm. miasto na prawach powiatu położone w zachodniej części Niemiec ;  zob. też Bochum w Wikipedii ,"['miasto', 'na', 'prawo', 'powiat', 'położyć', 'w', 'zachodni', 'część', 'Niemcy']",['adm.'],12
2430,bochumski,"(1, 1)",przymiotnik relacyjny,"z Bochum ,  dotyczący Bochum (miasta w Niemczech) ","['z', 'Bochum', 'dotyczyć', 'Bochum']",,6
2431,boción,"(1, 1)",rzeczownik,"gw. bocian ,  bocian biały ","['bocian', 'bocian biały']",['gw.'],4
2432,bociąg,"(1, 1)",rzeczownik,"gw. bocian ,  bocian biały ","['bocian', 'bocian biały']",['gw.'],4
2433,bocian,"(1, 2)",rzeczownik,ornit. bocian biały ,['bocian biały'],['ornit.'],2
2434,bocian,"(1, 3)",rzeczownik,"narzędzie tortur krępujące szyję ,  ręce i stopy ;  zob. też bocian (narzędzie tortur) w Wikipedii ","['narzędzie tortur', 'krępować', 'szyja', 'ręka', 'i', 'stopa']",,9
2435,bocian,"(1, 4)",rzeczownik,etn. siła odpowiedzialna za narodziny lub pojawienie się dziecka w rodzinie ,"['siła', 'odpowiedzialny', 'za', 'narodziny', 'lub', 'pojawienie się', 'dziecko', 'w', 'rodzina']",['etn.'],10
2436,bocian,"(1, 5)",rzeczownik,"eufem. lub żart. sprawca narodzin ,  pojawienia się dziecka w rodzinie ","['sprawca', 'narodziny', 'pojawienie się', 'dziecko', 'w', 'rodzina']","['eufem.', 'żart.']",10
2437,bocianię,"(1, 1)",rzeczownik,ornit. pisklę bociana ,"['pisklę', 'bocian']",['ornit.'],3
2438,bociani,"(1, 1)",przymiotnik,"bociana ,  należący do bociana ","['bocian', 'należeć', 'do', 'bocian']",,5
2439,bociani,"(1, 2)",przymiotnik,"jak u bociana ,  przypominający bociana ,  charakterystyczny dla bociana ","['jak', 'u', 'bocian', 'przypominać', 'bocian', 'charakterystyczny', 'dla', 'bocian']",,10
2440,bocianica,"(1, 1)",rzeczownik,samica bociana ,"['samica', 'bocian']",,2
2441,bocianie gniazdo,"(1, 1)",związek frazeologiczny,przen. niewielka platforma w górnej części masztu żaglowca ;  dawniej punkt obserwacyjny ,"['niewielki', 'platforma', 'w', 'górny', 'część', 'maszt', 'żaglowiec', 'dawniej', 'punkt', 'obserwacyjny']",['przen.'],12
2442,bocianie gniazdo,"(2, 1)",fraza rzeczownikowa,"gniazdo ,  w którym gniazduje bocian ","['gniazdo', 'w', 'który', 'gniazdować', 'bocian']",,6
2443,bocianowe,"(2, 1)",przymiotnik,",  B. i W. n lp ;  M. ,  B. i W. lm   nmos od: bocianowy ",['bocianowy'],"['B.', 'W.', 'M.', 'B.', 'W.']",17
2444,bocianowy,"(1, 1)",przymiotnik dzierżawczy,do bociana ,"['do', 'bocian']",,2
2445,bocianowy,"(2, 1)",przymiotnik relacyjny,"z bocianem ,  dotyczący bociana ","['z', 'bocian', 'dotyczyć', 'bocian']",,5
2446,bocianowy,"(3, 1)",przymiotnik jakościowy,"dla bociana ,  mający cechy bociana ","['dla', 'bocian', 'mieć', 'cecha', 'bocian']",,6
2447,bociany,"(2, 1)",rzeczownik,",  B. i W. lm od: bocian ",['bocian'],"['B.', 'W.']",7
2448,bocian biały,"(1, 2)",fraza rzeczownikowa,ptak z gatunku  bocianów białych (1.1) ,"['ptak', 'z', 'gatunek']",,4
2449,bocian czarny,"(1, 2)",fraza rzeczownikowa,ptak z gatunku  bocianów czarnych (1.1) ,"['ptak', 'z', 'gatunek']",,4
2450,bociek,"(1, 1)",rzeczownik,pieszcz. bocian ,['bocian'],['pieszcz.'],2
2451,bociem,"(1, 1)",spójnik,bowiem ,['bowiem'],,1
2452,bocion,"(1, 1)",rzeczownik,"gw. bocian ,  bocian biały ","['bocian', 'bocian biały']",['gw.'],4
2453,bociuś,"(1, 1)",rzeczownik,pot. pieszcz. bocian ,['bocian'],"['pot.', 'pieszcz.']",3
2454,bociun,"(1, 1)",rzeczownik,"gw. bocian ,  bocian biały ","['bocian', 'bocian biały']",['gw.'],4
2455,bocoń,"(1, 1)",rzeczownik,"gw. bocian ,  bocian biały ","['bocian', 'bocian biały']",['gw.'],4
2456,bocon,"(1, 1)",rzeczownik,"gw. bocian ,  bocian biały ","['bocian', 'bocian biały']",['gw.'],4
2457,Boczanica,"(1, 1)",rzeczownik,"geogr. wieś na Ukrainie w rejonie hoszczańskim ,  w obwodzie rówieńskim ;  zob. też Boczanica w Wikipedii ","['wieś', 'na', 'Ukraina', 'w', 'rejon', 'hoszczański', 'w', 'obwód', 'rówieński']",['geogr.'],13
2458,boczasty,"(1, 1)",przymiotnik relacyjny,daw. mający wielkie boki ,"['mieć', 'wielki', 'bok']",['daw.'],4
2459,boczasty,"(2, 1)",przymiotnik jakościowy,"przen. o człowieku: nadęty ,  dąsający się ,  gniewny ","['nadęty', 'dąsać się', 'gniewny']",['przen.'],7
2460,boczek,"(1, 1)",rzeczownik,zdrobn. od: bok ,['bok'],['zdrobn.'],3
2461,boczek,"(1, 2)",rzeczownik,mięso z boku świni poprzerastane słoniną ;  zob. też boczek w Wikipedii ,"['mięso', 'z', 'bok', 'świnia', 'poprzerastać', 'słonina']",,8
2462,boczek,"(1, 3)",rzeczownik,wydzielona część tabeli wyjaśniająca poziome rubryki  ( wiersze ) ,"['wydzielić', 'część', 'tabela', 'wyjaśniać', 'poziomy', 'rubryka', 'wiersz']",,9
2463,Boczków Wielki,"(1, 1)",fraza rzeczownikowa,"geogr. osiedle typu miejskiego na zachodniej Ukrainie ,  w obwodzie zakarpackim ,  położone na prawym brzegu rzeki Cisy ;  zob. też Boczków Wielki w Wikipedii ","['osiedle typu miejskiego', 'na', 'zachodni', 'Ukraina', 'w', 'obwód', 'zakarpacki', 'położyć', 'na', 'prawy', 'brzeg', 'rzeka', 'Cisa']",['geogr.'],18
2464,boczniaczek,"(1, 1)",rzeczownik,zdrobn. od boczniak ,['boczniak'],['zdrobn.'],3
2465,bocznica,"(1, 1)",rzeczownik,"tor kolejowy ;  odnoga od głównej linii ,  przeznaczona do specjalnego użytku ;  zob. też bocznica kolejowa w Wikipedii ","['tor', 'kolejowy', 'odnoga', 'od', 'główny', 'linia', 'przeznaczyć', 'do', 'specjalny', 'użytek']",,14
2466,bocznica,"(1, 2)",rzeczownik,"boczna ulica ,  boczna droga ,  odnoga drogi ","['boczny', 'ulica', 'boczny', 'droga', 'odnoga', 'droga']",,8
2467,bocznica,"(1, 3)",rzeczownik,odgałęzienie nerwu lub naczynia krwionośnego ,"['odgałęzienie', 'nerw', 'lub', 'naczynie krwionośne']",,4
2468,bocznik,"(1, 1)",rzeczownik,"elektr. rezystor włączony równolegle do głównego obwodu ,  zmniejszający prąd pobierany przez ten obwód ","['rezystor', 'włączyć', 'równolegle', 'do', 'główny', 'obwód', 'zmniejszać', 'prąd', 'pobierać', 'przez', 'ten', 'obwód']",['elektr.'],14
2469,bocznikowanie,"(1, 1)",rzeczownik,elektr. włączanie bocznika ,"['włączanie', 'bocznik']",['elektr.'],3
2470,boczny,"(1, 1)",przymiotnik,",  umiejscowiony na boku czegoś ","['umiejscawiać', 'na', 'bok', 'coś']",,5
2471,boczny,"(1, 2)",przymiotnik,",  skierowany w bok ","['skierować', 'w', 'bok']",,4
2472,boczny,"(1, 3)",przymiotnik,przen. nie główny ,"['nie', 'główny']",['przen.'],3
2473,boczoń,"(1, 1)",rzeczownik,"gw. bocian ,  bocian biały ","['bocian', 'bocian biały']",['gw.'],4
2474,boczuś,"(1, 1)",rzeczownik,zdrobn. od :  boczek ,['boczek'],['zdrobn.'],4
2475,boczyć się,"(1, 1)",czasownik zwrotny,gniewać się ,['gniewać się'],,1
2476,bodór,"(1, 1)",rzeczownik,daw. ryb. rodzaj harpuna na węgorze ,"['rodzaj', 'harpun', 'na', 'węgorz']","['daw.', 'ryb.']",6
2477,bodźcowanie,"(1, 1)",rzeczownik,med. psych. pobudzanie kogoś poprzez poddawanie go działaniu różnorodnych bodźców ,"['pobudzanie', 'ktoś', 'poprzez', 'poddawanie', 'on', 'działanie', 'różnorodny', 'bodziec']","['med.', 'psych.']",10
2478,bodźcowość,"(1, 1)",rzeczownik,"odprzym. cecha tego ,  co jest bodźcowe ","['cecha', 'to', 'co', 'być', 'bodźcowy']",['odprzym.'],7
2479,bod,"(1, 1)",rzeczownik,jednostka prędkości transmisji sygnału ;  zob. też bod w Wikipedii ,"['jednostka', 'prędkość', 'transmisja', 'sygnał']",,6
2480,bodajże,"(1, 1)",partykuła,,[],,0
2481,bodaj,"(1, 1)",partykuła,,[],,0
2482,bodaj,"(1, 2)",partykuła,przest. sygnalizuje że przedstawione oczekiwania są najmniejszymi dopuszczalnymi ,[],['przest.'],2
2483,bodaj,"(1, 3)",partykuła,,[],,0
2484,bodaj,"(2, 1)",spójnik,,[],,0
2485,bodeński,"(1, 1)",przymiotnik relacyjny,"z Jeziorem Bodeńskim ,  dotyczący Jeziora Bodeńskiego ,  związany z obszarem nad tym jeziorem ","['z', 'Jezioro Bodeńskie', 'dotyczyć', 'Jezioro Bodeńskie', 'związać', 'z', 'obszar', 'nad', 'to', 'jezioro']",,12
2486,bodhićitta,"(1, 1)",rzeczownik,"filoz. w buddyzmie aspiracja osiągnięcia oświecenia dla dobra wszystkich istot czujących ,  pragnienie uwolnienia wszystkich istot od cierpienia ;  zob. też bodhićitta w Wikipedii ","['w', 'buddyzm', 'aspiracja', 'osiągnięcie', 'oświecenie', 'dla', 'dobro', 'wszyscy', 'istota', 'czuć', 'pragnienie', 'uwolnienie', 'wszyscy', 'istota', 'od', 'cierpienie']",['filoz.'],20
2487,bodhisattwa,"(1, 1)",rzeczownik,"rel. człowiek ,  który w buddyzmie mahajana dąży do stanu buddy ,  kieruje się altruistyczną motywacją przynoszenia pożytku innym ;  zob. też bodhisattwa w Wikipedii ","['człowiek', 'który', 'w', 'buddyzm', 'mahajana', 'dążyć', 'do', 'stan', 'budda', 'kierować się', 'altruistyczny', 'motywacja', 'przynosić', 'pożytek', 'inny']",['rel.'],20
2488,bodiczkowanie,"(1, 1)",rzeczownik,sport. w hokeju na lodzie :  atakowanie przeciwnika bodiczkiem ,"['atakowanie', 'przeciwnik', 'bodiczek']",['sport.'],6
2489,bodmeria,"(1, 1)",rzeczownik,"pożyczka pod zastaw statku ,  ładunku ,  wyposażenia ,  zaciągana w obcym porcie ","['pożyczka', 'pod', 'zastaw', 'statek', 'ładunek', 'wyposażenie', 'zaciągany', 'w', 'obcy', 'port']",,13
2490,bodnóńć,"(1, 1)",czasownik,gw. (Górny Śląsk) ukłuć ,['ukłuć'],['gw.'],3
2491,Bodo,"(1, 1)",rzeczownik,"etn. grupa etniczna zamieszkująca stan Asam w Indiach ,  posługująca się językiem bodo z tybeto-birmańskiej rodziny językowej ;  zob. też Bodo (grupa etniczna) w Wikipedii ","['grupa', 'etniczny', 'zamieszkiwać', 'stan', 'Asam', 'w', 'Indie', 'posługiwać się', 'język', 'bodo', 'z', 'tybeto-birmański', 'rodzina', 'językowy']",['etn.'],18
2492,body,"(1, 1)",rzeczownik,",  obcisły strój kobiecy ,  zwykle bez rękawów i nogawek ","['obcisły', 'strój', 'kobieta', 'zwykle', 'bez', 'rękaw', 'i', 'nogawka']",,10
2493,body,"(1, 2)",rzeczownik,"strój dziecięcy ,  bez rękawów i nogawek ","['strój', 'dziecięcy', 'bez', 'rękaw', 'i', 'nogawka']",,7
2494,body,"(1, 3)",rzeczownik,środ. fot. korpus aparatu fotograficznego po odłączeniu obiektywu ,"['korpus', 'aparat', 'fotograficzny', 'po', 'odłączenie', 'obiektyw']","['środ.', 'fot.']",8
2495,body,"(2, 1)",rzeczownik,",  B. i W. lm od: bod ",['bod'],"['B.', 'W.']",7
2496,body building,"(1, 1)",fraza rzeczownikowa,sport. kształtowanie sylwetki ciała poprzez ćwiczenia fizyczne wykonywane z obciążeniem ,"['kształtowanie', 'sylwetka', 'ciało', 'poprzez', 'ćwiczenie fizyczne', 'wykonywać', 'z', 'obciążenie']",['sport.'],9
2497,body building,"(1, 2)",fraza rzeczownikowa,metodyka ćwiczeń fizycznych kształtujących sylwetkę wykonywanych z obciążeniem ,"['metodyka', 'ćwiczenie fizyczne', 'kształtować', 'sylwetka', 'wykonywać', 'z', 'obciążenie']",,7
2498,body wrapping,"(1, 1)",fraza rzeczownikowa,"kosmet. zabieg kosmetyczny polegający na posmarowaniu ciała preparatem ujędrniającym lub wyszczuplającym ,  a następnie owinięciu go folią ","['zabieg', 'kosmetyczny', 'polegać', 'na', 'posmarowanie', 'ciało', 'preparat', 'ujędrniać', 'lub', 'wyszczuplać', 'a', 'następnie', 'owinięcie', 'ono', 'folia']",['kosmet.'],17
2499,bodzenie,"(1, 1)",rzeczownik,rzecz. odczas. od bóść ,[],['rzecz. odczas.'],3
2500,Bodzentyn,"(1, 1)",rzeczownik,"miasto w Polsce ,  w powiecie kieleckim ;  zob. też Bodzentyn w Wikipedii ","['miasto', 'w', 'Polska', 'w', 'powiat', 'kielecki']",,9
2501,bodziec,"(1, 1)",rzeczownik,"czynnik wywołujący pobudzenie receptorów ,  pochodzący ze środowiska zewnętrznego lub ze środowiska wewnętrznego ;  zob. też bodziec (fizjologia) w Wikipedii ","['czynnik', 'wywoływać', 'pobudzenie', 'receptor', 'pochodzić', 'ze', 'środowisko', 'zewnętrzny', 'lub', 'ze', 'środowisko', 'wewnętrzny']",,15
2502,bodziec,"(1, 2)",rzeczownik,ostroga ,['ostroga'],,1
2503,bodziec,"(1, 3)",rzeczownik,"podnieta ,  zachęta ","['podnieta', 'zachęta']",,3
2504,boeuf Strogonow,"(1, 1)",fraza rzeczownikowa,"kulin. potrawa z polędwicy wołowej krojonej w wąskie i krótkie paski ,  cebuli i przypraw ,  zagotowanych z mąką ,  przecierem pomidorowym ;  podawana zazwyczaj z kluseczkami francuskimi ;  zob. też boeuf Stroganow w Wikipedii ","['potrawa', 'z', 'polędwica', 'wołowy', 'kroić', 'w', 'wąski', 'i', 'krótki', 'pasek', 'cebula', 'i', 'przyprawa', 'zagotować', 'z', 'mąka', 'przecier', 'pomidorowy', 'podawać', 'zazwyczaj', 'z', 'kluseczka', 'francuski']",['kulin.'],30
2505,bogać ta,"(1, 1)",związek frazeologiczny,"gw. (Poznań) ależ ,  gdzież tam ","['ależ', 'gdzież tam']",['gw.'],5
2506,bogać tam,"(1, 1)",związek frazeologiczny,gw. (Poznań) zob. bogać ta ,[],"['gw.', 'zob.']",4
2507,bogactwo,"(1, 1)",rzeczownik,",  posiadane dobra o dużej wartości ","['posiadać', 'dobro', 'o', 'duży', 'wartość']",,6
2508,bogactwo,"(1, 2)",rzeczownik,"ilość ,  różnorodność ","['ilość', 'różnorodność']",,3
2509,bogactwo,"(1, 3)",rzeczownik,bogatym ,['bogaty'],,1
2510,bogactwo,"(1, 4)",rzeczownik,"bogactwa  →  kosztowności ,  skarby ","['kosztowność', 'skarb']",,5
2511,bogacz,"(1, 1)",rzeczownik,bardzo bogata ,"['bardzo', 'bogaty']",,2
2512,bogaczka,"(1, 1)",rzeczownik,bardzo bogata ,"['bardzo', 'bogaty']",,2
2513,Bogarodzica,"(1, 1)",rzeczownik,st.pol. peryfr. Maria z Nazaretu ;  zob. też Matka Boża w Wikipedii ,['Maria z Nazaretu'],"['st.pol.', 'peryfr.']",5
2514,Bogarodzicielka,"(1, 1)",rzeczownik,teol. peryfr. Maria z Nazaretu ;  zob. też Matka Boża w Wikipedii ,['Maria z Nazaretu'],"['teol.', 'peryfr.']",5
2515,bogatemu diabeł dzieci kołysze,"(1, 1)",przysłowie polskie,się zawsze powodzi ,"['powodzić się', 'zawsze', 'powodzić się']",,3
2516,bogatemu to i byk się ocieli,"(1, 1)",przysłowie polskie,zawsze lepiej niż ubogim ,"['zawsze', 'dobrze', 'niż', 'ubogi']",,4
